ID;Name;Sex;Age;Country;Sport;Games_Type;Year;Has_Medal;Height_cm;Weight_kg
ATH-06981;Laure Moore;Female;24;Sweden;Diving;Summer;1920;0;183.1;55.0
ATH-06982;Vasyl Wanjiku;Male;21;Greece;Short Track Speed Skating;Winter;1988;0;174.2;53.8
ATH-06983;Julien Chen;Male;20;Italy;Freestyle Skiing;Winter;1948;0;173.8;88.4
ATH-06984;George Watanabe;Male;28;Germany;Figure Skating;Winter;1992;1;167.4;56.0
ATH-06985;Anjali Volkov;Female;23;Venezuela;Curling;Winter;2018;0;167.9;72.8
ATH-06986;Anjali Harris;Female;24;Mongolia;Archery;Summer;1996;0;171.9;90.3
ATH-06987;Hovhannes Popescu;Male;26;Australia;Athletics;Summer;1900;1;191.4;58.3
ATH-06988;Jessica Schneider;Female;37;Jamaica;Curling;Winter;1960;0;192.1;92.3
ATH-06989;Maria Johnson;Female;22;Denmark;Tennis;Summer;2000;0;178.1;64.0
ATH-06990;Zurab Rossi;Male;15;Great Britain;Tennis;Summer;1996;1;190.9;71.4
ATH-06991;Vahram Choi;Male;27;Spain;Luge;Winter;1956;0;192.3;70.8
ATH-06992;Flaviu Silva;Male;18;Singapore;Freestyle Skiing;Winter;1972;0;187.4;89.8
ATH-06993;Marco Kwon;Male;25;Spain;Athletics;Summer;2012;0;184.3;79.3
ATH-06994;Lisa Robinson;Female;19;Croatia;Short Track Speed Skating;Winter;1992;0;166.4;68.4
ATH-06995;Yohan Grigoryan;Male;40;Finland;Shooting;Summer;1908;0;163.4;65.8
ATH-06996;Eliud Sanchez;Male;37;China;Weightlifting;Summer;2020;0;178.4;81.4
ATH-06997;Anahit Bondarenko;Female;31;Sweden;Diving;Summer;1896;1;168.8;61.4
ATH-06998;Halyna Bondarenko;Female;25;Australia;Ski Jumping;Winter;1952;0;175.3;67.0
ATH-06999;Miho Adeyemi;Female;28;Canada;Luge;Winter;1992;0;169.9;73.6
ATH-07000;Hyun-soo Dinu;Male;18;New Zealand;Biathlon;Winter;2002;1;186.9;67.0
ATH-07001;Maxime Brown;Male;31;Australia;Tennis;Summer;1904;0;177.8;82.9
ATH-07002;Arsen Alekseyev;Male;40;Germany;Archery;Summer;1920;1;179.8;86.8
ATH-07003;Yuki Shevchenko;Male;28;Norway;Gymnastics (Artistic);Summer;2016;0;153.1;46.2
ATH-07004;Krzysztof Enkhtaivan;Male;37;Bulgaria;Athletics;Summer;1996;0;178.3;83.6
ATH-07005;Hyun-soo Popescu;Male;29;Finland;Short Track Speed Skating;Winter;2010;0;184.9;68.3
ATH-07006;Karen Gebremariam;Female;28;Bulgaria;Ski Jumping;Winter;2022;0;170.8;63.8
ATH-07007;Halyna Sharma;Female;35;Poland;Diving;Summer;2024;0;155.7;64.3
ATH-07008;Naira Mwangi;Female;19;Denmark;Fencing;Summer;1896;0;178.8;80.7
ATH-07009;Mei Zhao;Female;25;South Korea;Bobsled;Winter;1992;0;170.6;119.8
ATH-07010;Andrei Kim;Male;23;South Korea;Football (Soccer);Summer;1996;0;189.4;77.6
ATH-07011;Iryna Clark;Female;26;Denmark;Weightlifting;Summer;1896;0;184.8;92.4
ATH-07012;Carlos Alves;Male;20;Germany;Luge;Winter;1964;0;190.1;87.2
ATH-07013;Halyna Kravchenko;Female;36;Ukraine;Luge;Winter;2014;0;171.2;86.6
ATH-07014;Tsend-Ochir Smith;Male;41;India;Diving;Summer;2008;1;175.5;72.7
ATH-07015;Hyun-soo Bianchi;Male;41;Cuba;Athletics;Summer;1912;0;169.6;81.3
ATH-07016;Hans Bondarenko;Male;19;France;Shooting;Summer;1912;1;169.7;69.5
ATH-07017;Erik Dinu;Male;20;Finland;Figure Skating;Winter;1968;1;169.6;75.7
ATH-07018;Betty Dibaba;Female;40;Belgium;Weightlifting;Summer;1906;0;161.3;113.1
ATH-07019;Olga Orlov;Female;29;Germany;Rowing;Summer;1906;0;181.1;74.3
ATH-07020;Mykola Okonkwo;Male;42;Denmark;Ski Jumping;Winter;1936;1;169.8;48.7
ATH-07021;Susan Gonzalez;Female;41;Spain;Bobsled;Winter;1980;0;181.2;74.8
ATH-07022;Krzysztof Kowalczyk;Male;25;Italy;Athletics;Summer;2024;0;204.8;101.8
ATH-07023;Enkhjargal Aliyev;Female;39;India;Rowing;Summer;1912;0;197.7;95.2
ATH-07024;Claire Miller;Female;38;Great Britain;Volleyball;Summer;1920;1;179.7;68.8
ATH-07025;Kimberly Kvinikadze;Female;38;China;Cycling;Summer;2004;0;185.8;65.1
ATH-07026;Narantsetseg Ferreira;Female;30;United States;Biathlon;Winter;1924;0;171.8;67.9
ATH-07027;Anahit Johnson;Female;17;Germany;Biathlon;Winter;2022;0;177.1;92.9
ATH-07028;Amine Volkov;Male;32;Denmark;Football (Soccer);Summer;1920;0;183.7;72.4
ATH-07029;Karolina Tadesse;Female;19;Czech Republic;Volleyball;Summer;2004;1;208.2;90.8
ATH-07030;Sergei Romano;Male;24;Germany;Curling;Winter;1972;0;188.5;83.3
ATH-07031;Ayana Gonzalez;Female;27;Egypt;Cross-Country Skiing;Winter;2006;0;163.6;65.7
ATH-07032;Asha Oliveira;Female;31;Greece;Ski Jumping;Winter;1948;1;184.0;49.8
ATH-07033;Florent Yamamoto;Male;23;Argentina;Speed Skating;Winter;1992;0;167.2;85.7
ATH-07034;Josef Tadesse;Male;15;Greece;Judo;Summer;1996;0;171.4;58.7
ATH-07035;Nino Perez;Male;16;Denmark;Biathlon;Winter;1928;0;163.2;81.8
ATH-07036;Alexei Gebremariam;Male;27;Thailand;Swimming;Summer;1996;0;190.0;63.7
ATH-07037;Karolina Martin;Female;33;Austria;Canoe/Kayak;Summer;1912;0;192.3;97.7
ATH-07038;Liang Njoroge;Male;28;Czech Republic;Volleyball;Summer;2008;0;199.5;94.9
ATH-07039;Regzedmaa Hasanov;Male;29;Great Britain;Figure Skating;Winter;1992;0;184.2;58.6
ATH-07040;Yuki Yuldashev;Female;27;Netherlands;Tennis;Summer;1900;0;189.0;74.3
ATH-07041;Narantsetseg Biles;Female;19;North Korea;Gymnastics (Artistic);Summer;2016;0;151.6;73.6
ATH-07042;Razvan Bernard;Male;34;Italy;Gymnastics (Artistic);Summer;2016;0;146.0;56.6
ATH-07043;Hiroshi Kowalczyk;Male;36;Iran;Skeleton;Winter;2006;0;181.6;60.5
ATH-07044;Fabio Enkhtaivan;Male;29;Chinese Taipei;Cross-Country Skiing;Winter;2018;0;176.1;70.3
ATH-07045;Ayana Hakobyan;Female;30;Czech Republic;Canoe/Kayak;Summer;2000;0;172.8;97.8
ATH-07046;Alexandra Hernandez;Female;18;Great Britain;Rowing;Summer;1906;0;188.9;70.3
ATH-07047;Olga Romano;Female;37;Canada;Boxing;Summer;2024;0;157.4;58.7
ATH-07048;Almaz Martinez;Female;15;Argentina;Football (Soccer);Summer;2008;1;190.0;83.0
ATH-07049;Michael Gantulga;Male;29;Mexico;Biathlon;Winter;1960;0;194.0;84.2
ATH-07050;Constantin Clark;Male;16;New Zealand;Basketball;Summer;2020;0;208.0;73.8
ATH-07051;Sandrine Taylor;Female;27;New Zealand;Speed Skating;Winter;2018;0;166.9;93.7
ATH-07052;Vahram Ionescu;Male;15;India;Figure Skating;Winter;1948;0;167.3;58.4
ATH-07053;Valentina Harris;Female;16;Brazil;Bobsled;Winter;1936;0;194.6;97.7
ATH-07054;Sakura Gantulga;Female;26;Iran;Boxing;Summer;2012;0;172.5;81.5
ATH-07055;Nikolai Bekele;Male;39;Australia;Basketball;Summer;2004;0;209.3;96.0
ATH-07056;Hovhannes Mammadov;Male;20;Hungary;Cycling;Summer;1896;0;176.3;77.4
ATH-07057;Carlos Sato;Male;33;Czech Republic;Ski Jumping;Winter;2014;1;176.5;61.3
ATH-07058;Mark Karimov;Male;18;France;Cross-Country Skiing;Winter;1998;0;193.9;86.3
ATH-07059;Giulia Wang;Female;17;Greece;Diving;Summer;1904;0;165.1;70.1
ATH-07060;Irina Kovalev;Female;23;Australia;Basketball;Summer;1904;1;174.7;74.6
ATH-07061;Paul Yadav;Male;30;Italy;Diving;Summer;1920;0;161.3;66.1
ATH-07062;Hans Sanchez;Male;28;Germany;Swimming;Summer;1996;0;181.0;79.3
ATH-07063;Giorgi Hernandez;Male;26;Brazil;Gymnastics (Artistic);Summer;2012;0;156.1;67.2
ATH-07064;Florent Ferrari;Male;38;France;Fencing;Summer;2000;1;191.6;63.7
ATH-07065;Barbara Martirosyan;Female;21;Spain;Shooting;Summer;1900;1;173.0;60.8
ATH-07066;Dorothy Sharma;Female;40;Sweden;Weightlifting;Summer;2004;0;169.5;100.3
ATH-07067;Haile Jung;Male;31;Kazakhstan;Judo;Summer;2000;0;171.3;95.1
ATH-07068;Elnur Ferrari;Male;28;Great Britain;Canoe/Kayak;Summer;1896;0;174.5;76.5
ATH-07069;Alina Garcia;Female;33;Nigeria;Figure Skating;Winter;2002;1;155.8;62.6
ATH-07070;Razvan Ferreira;Male;40;Switzerland;Canoe/Kayak;Summer;1920;0;191.4;66.3
ATH-07071;Maxime Rusu;Male;33;Czech Republic;Biathlon;Winter;2018;0;194.6;70.4
ATH-07072;Denys Yamamoto;Male;15;Mongolia;Volleyball;Summer;2000;0;203.8;67.3
ATH-07073;Lasha Gupta;Male;15;Australia;Luge;Winter;1960;0;189.3;96.7
ATH-07074;Nataliya Harris;Female;40;Brazil;Luge;Winter;1984;0;169.5;89.3
ATH-07075;Charles Davaadorj;Male;23;Netherlands;Bobsled;Winter;1936;0;187.9;72.8
ATH-07076;Magdalena Shevchenko;Female;28;China;Short Track Speed Skating;Winter;1998;1;170.5;66.7
ATH-07077;Siranush Bolt;Female;32;Switzerland;Volleyball;Summer;2008;0;191.7;73.0
ATH-07078;Andrew Oliveira;Male;24;North Korea;Ice Hockey;Winter;1984;1;180.8;101.3
ATH-07079;Agnieszka Kovalenko;Female;29;Belgium;Canoe/Kayak;Summer;2016;1;180.5;68.4
ATH-07080;Sun Wilson;Male;26;Australia;Alpine Skiing;Winter;1964;0;188.5;67.4
ATH-07081;Ivan Silva;Male;20;Venezuela;Ski Jumping;Winter;2018;0;186.7;65.0
ATH-07082;Ramil Harris;Male;40;Jamaica;Short Track Speed Skating;Winter;1988;0;180.9;79.8
ATH-07083;Ekaterina Popescu;Female;32;Great Britain;Biathlon;Winter;1992;0;171.9;76.9
ATH-07084;Sun Fischer;Male;42;Poland;Boxing;Summer;1996;0;194.8;87.7
ATH-07085;Diego Martinez;Male;41;Italy;Swimming;Summer;1912;1;168.7;91.3
ATH-07086;Kiran Romano;Male;42;Austria;Taekwondo;Summer;1896;0;170.6;86.9
ATH-07087;James Volkov;Male;38;Japan;Football (Soccer);Summer;2000;0;183.6;66.8
ATH-07088;Gunel Wiśniewski;Female;31;Australia;Ski Jumping;Winter;2002;1;167.1;68.2
ATH-07089;Bingxue Clark;Male;34;New Zealand;Boxing;Summer;1920;0;179.2;54.2
ATH-07090;Abebe Jones;Male;15;Thailand;Tennis;Summer;2016;0;166.7;85.6
ATH-07091;Mykola Nozadze;Male;27;Argentina;Short Track Speed Skating;Winter;1976;1;163.5;59.3
ATH-07092;Tamar Jung;Female;34;India;Shooting;Summer;1904;0;174.7;85.3
ATH-07093;Luis Karimov;Male;35;Malaysia;Skeleton;Winter;1968;0;174.4;64.6
ATH-07094;Halyna Volkov;Female;28;Finland;Shooting;Summer;1912;0;167.8;81.5
ATH-07095;Sandrine Gebrselassie;Female;39;Netherlands;Diving;Summer;1908;0;184.9;48.7
ATH-07096;Nikolai Petrov;Male;24;Great Britain;Swimming;Summer;1904;1;188.7;92.5
ATH-07097;Tigran Gebrselassie;Male;40;Germany;Boxing;Summer;1900;0;171.7;83.6
ATH-07098;Nino Lee;Female;20;Thailand;Tennis;Summer;1996;1;198.0;76.6
ATH-07099;Laure Kamau;Female;20;Switzerland;Luge;Winter;1980;0;163.8;72.6
ATH-07100;Marta Singh;Female;32;Spain;Weightlifting;Summer;1904;0;172.8;114.3
ATH-07101;Regzedmaa Patel;Male;30;Germany;Wrestling;Summer;1908;0;174.9;115.2
ATH-07102;Tirunesh Batjargal;Female;42;Russia;Basketball;Summer;2024;0;190.0;82.7
ATH-07103;Anahit Thomas;Female;34;Argentina;Figure Skating;Winter;1924;0;174.1;60.7
ATH-07104;Constantin Bolt;Male;27;Norway;Ski Jumping;Winter;1960;0;172.6;68.8
ATH-07105;Tomasz Ivanov;Male;25;Canada;Speed Skating;Winter;1976;1;171.5;70.2
ATH-07106;Meseret Farah;Female;34;Brazil;Judo;Summer;2004;0;177.0;91.5
ATH-07107;Sabina Yoon;Female;22;Sweden;Cycling;Summer;2016;0;185.0;65.6
ATH-07108;Cristina Han;Female;38;Belarus;Speed Skating;Winter;1998;0;184.4;69.8
ATH-07109;Linda Yohannes;Female;36;Germany;Diving;Summer;2020;1;162.9;53.0
ATH-07110;Yuki Aliyev;Male;25;Hungary;Wrestling;Summer;1912;0;170.0;61.2
ATH-07111;Charles Phelps;Male;18;Bulgaria;Triathlon;Summer;1906;0;191.0;82.0
ATH-07112;Sofia Navruzov;Female;30;Bulgaria;Triathlon;Summer;2016;0;186.8;71.0
ATH-07113;Ashley Romano;Female;17;Czech Republic;Freestyle Skiing;Winter;2006;0;183.2;61.1
ATH-07114;Emily Greco;Female;24;Brazil;Taekwondo;Summer;2000;0;180.1;63.3
ATH-07115;Carol Sanchez;Female;41;Switzerland;Gymnastics (Artistic);Summer;2000;0;147.5;62.6
ATH-07116;George Dubois;Male;19;Canada;Football (Soccer);Summer;2000;1;166.3;70.0
ATH-07117;Sota Dubois;Male;30;Poland;Ice Hockey;Winter;1932;0;172.0;109.4
ATH-07118;Matthew Davaadorj;Male;41;Belgium;Swimming;Summer;1908;1;189.2;61.0
ATH-07119;Paolo Thomas;Male;17;Canada;Gymnastics (Artistic);Summer;1912;0;177.3;66.4
ATH-07120;Andrei Navruzov;Male;33;Pakistan;Biathlon;Winter;1968;0;171.7;69.7
ATH-07121;Yuki Lopez;Female;41;Turkey;Archery;Summer;1912;0;175.0;55.7
ATH-07122;Yuki Mwangi;Female;38;Spain;Alpine Skiing;Winter;1924;0;174.6;96.0
ATH-07123;Mei Robinson;Female;17;Italy;Athletics;Summer;2000;0;182.6;99.4
ATH-07124;Kenji Kovalev;Male;15;Turkey;Figure Skating;Winter;1972;0;173.4;66.8
ATH-07125;Natsuki Lopez;Male;32;Bulgaria;Diving;Summer;2020;0;180.4;74.3
ATH-07126;Mariam Navruzov;Female;25;North Korea;Volleyball;Summer;2000;0;171.5;88.0
ATH-07127;Lela Cherono;Female;16;Greece;Skeleton;Winter;2022;0;170.5;69.0
ATH-07128;Guram Schmidt;Male;30;Portugal;Tennis;Summer;2012;1;167.7;75.2
ATH-07129;Tirunesh Brown;Female;22;Venezuela;Swimming;Summer;2016;0;183.0;73.4
ATH-07130;Nancy Sato;Female;32;Sweden;Diving;Summer;2016;0;178.1;67.0
ATH-07131;Kimberly Kim;Female;18;Germany;Boxing;Summer;2008;0;182.1;74.1
ATH-07132;Iryna Dupont;Female;33;South Africa;Cycling;Summer;2012;0;173.4;81.6
ATH-07133;Lars Ferrari;Male;36;Sweden;Diving;Summer;1920;1;170.5;58.7
ATH-07134;Franz Watanabe;Male;36;Venezuela;Ice Hockey;Winter;2022;0;193.8;86.7
ATH-07135;Meseret Navruzov;Female;27;Switzerland;Diving;Summer;1904;0;163.6;60.2
ATH-07136;Irina Garcia;Female;26;Italy;Taekwondo;Summer;2000;0;165.0;75.9
ATH-07137;Hyun-soo Shevchenko;Male;34;France;Weightlifting;Summer;1904;0;178.2;112.4
ATH-07138;Sifan Costa;Female;24;Belgium;Volleyball;Summer;1906;0;179.4;88.4
ATH-07139;George Kim;Male;42;Norway;Triathlon;Summer;1908;0;163.3;75.4
ATH-07140;Nataliya Kovalev;Female;29;France;Bobsled;Winter;1980;1;190.1;86.0
ATH-07141;Regzedmaa Harris;Male;24;Austria;Fencing;Summer;1920;0;164.0;55.8
ATH-07142;Isabelle Sokolov;Female;27;Canada;Gymnastics (Artistic);Summer;1906;0;150.1;43.4
ATH-07143;Agnieszka Costa;Female;36;Japan;Bobsled;Winter;1984;0;175.0;72.3
ATH-07144;Quentin Melnyk;Male;29;Malaysia;Rowing;Summer;2016;0;189.4;102.1
ATH-07145;Yuki Adeyemi;Male;20;Great Britain;Ice Hockey;Winter;1924;1;194.0;74.2
ATH-07146;Rui Davis;Male;25;Canada;Volleyball;Summer;1920;1;206.5;82.9
ATH-07147;Naim Zhao;Male;37;Kazakhstan;Judo;Summer;2016;0;188.8;52.9
ATH-07148;Vikram Nozadze;Male;41;Sweden;Taekwondo;Summer;1900;0;173.1;82.8
ATH-07149;Ekaterina Constantin;Female;36;China;Freestyle Skiing;Winter;1932;1;172.9;60.3
ATH-07150;Magdalena Müller;Female;24;Germany;Football (Soccer);Summer;1896;0;178.7;62.7
ATH-07151;Camelia Martin;Female;26;North Korea;Figure Skating;Winter;1992;1;156.1;67.6
ATH-07152;Romain Gantulga;Male;15;Germany;Weightlifting;Summer;1896;0;174.6;93.3
ATH-07153;Donna Rodriguez;Female;17;Cuba;Archery;Summer;2020;1;182.4;67.1
ATH-07154;Kiran Thomas;Male;20;Spain;Canoe/Kayak;Summer;1912;0;175.3;80.9
ATH-07155;Svetlana Perez;Female;41;United States;Rowing;Summer;1896;0;198.8;96.4
ATH-07156;Abebe Bianchi;Male;29;North Korea;Basketball;Summer;2000;0;191.0;81.0
ATH-07157;Faith Sokolov;Female;23;Chinese Taipei;Biathlon;Winter;1972;0;194.2;72.6
ATH-07158;Julien Haile;Male;21;North Korea;Taekwondo;Summer;1996;0;193.3;61.6
ATH-07159;Pierre Davaadorj;Male;26;Colombia;Bobsled;Winter;2018;1;182.1;115.2
ATH-07160;Anahit Brown;Female;28;Italy;Diving;Summer;1920;0;167.2;77.0
ATH-07161;Donna Mwangi;Female;35;Hong Kong;Shooting;Summer;2012;0;174.3;60.5
ATH-07162;Nikolai Petrosyan;Male;24;Croatia;Basketball;Summer;2004;0;210.1;80.2
ATH-07163;Mariam Tadesse;Female;30;Hungary;Basketball;Summer;1912;0;171.2;100.4
ATH-07164;Carol Romano;Female;39;Romania;Luge;Winter;2010;0;178.3;68.4
ATH-07165;Radek Adeyemi;Male;18;North Korea;Shooting;Summer;2000;0;182.5;80.8
ATH-07166;Daniel Gebremariam;Male;19;Kazakhstan;Archery;Summer;2008;1;191.7;89.9
ATH-07167;Halyna Ito;Female;21;Argentina;Fencing;Summer;2008;0;196.0;86.4
ATH-07168;Barbara Hernandez;Female;18;Finland;Cross-Country Skiing;Winter;2006;1;173.1;70.8
ATH-07169;Adam Greco;Male;42;Italy;Skeleton;Winter;1948;0;181.2;96.6
ATH-07170;Jae-won Kowalski;Male;24;Egypt;Bobsled;Winter;1936;0;171.4;109.1
ATH-07171;Nataliya Martin;Female;30;Austria;Basketball;Summer;1896;0;203.5;112.9
ATH-07172;Wei Wójcik;Male;40;Australia;Football (Soccer);Summer;1996;0;189.0;74.0
ATH-07173;Anahit Fraser-Pryce;Female;33;Nigeria;Ski Jumping;Winter;2006;0;173.5;50.4
ATH-07174;Magnus Martirosyan;Male;37;North Korea;Cross-Country Skiing;Winter;1964;0;194.2;64.1
ATH-07175;Denys Smith;Male;19;Colombia;Ski Jumping;Winter;1994;1;185.5;59.5
ATH-07176;Patricia Makarov;Female;27;Kenya;Curling;Winter;1980;0;178.0;84.3
ATH-07177;Elena Farah;Female;29;Greece;Athletics;Summer;2004;0;192.6;103.3
ATH-07178;Bingxue Tanaka;Male;35;Greece;Boxing;Summer;1900;0;186.9;70.3
ATH-07179;Kimberly Lopez;Female;32;Finland;Shooting;Summer;2020;0;165.3;87.1
ATH-07180;Gabriela Sargsyan;Female;34;Mexico;Triathlon;Summer;2000;0;173.5;58.1
ATH-07181;Simona Navruzov;Female;27;Sweden;Triathlon;Summer;1900;0;164.5;66.7
ATH-07182;Olga Mammadov;Female;19;Singapore;Freestyle Skiing;Winter;1960;1;187.5;75.3
ATH-07183;Yuki Batjargal;Male;23;Australia;Diving;Summer;1900;0;155.9;64.9
ATH-07184;Almaz Kwon;Female;34;Denmark;Swimming;Summer;1900;0;183.3;92.0
ATH-07185;Oleksandr Kumar;Male;29;Belarus;Curling;Winter;2002;1;181.9;77.9
ATH-07186;Jiri Wiśniewski;Male;40;Austria;Basketball;Summer;1896;0;196.3;88.5
ATH-07187;Tirunesh Petrosyan;Female;19;Jamaica;Speed Skating;Winter;1984;0;188.2;80.3
ATH-07188;Haile Gebrselassie;Male;16;Romania;Football (Soccer);Summer;2012;0;176.6;76.9
ATH-07189;Maxime Taylor;Male;24;Cuba;Skeleton;Winter;1972;0;184.0;103.8
ATH-07190;Mark Sargsyan;Male;20;Japan;Figure Skating;Winter;1932;0;177.1;53.5
ATH-07191;Bolormaa Rodriguez;Female;32;Netherlands;Archery;Summer;2020;0;173.6;65.1
ATH-07192;Alexei Taylor;Male;24;Argentina;Freestyle Skiing;Winter;1960;0;186.7;88.3
ATH-07193;Nino Bekele;Male;36;Colombia;Curling;Winter;2010;0;183.4;76.8
ATH-07194;Kimberly Lee;Female;31;North Korea;Basketball;Summer;1996;0;211.2;116.8
ATH-07195;Sofia Kuznetsov;Female;16;Spain;Cross-Country Skiing;Winter;1948;0;172.7;81.4
ATH-07196;Nesta Kuznetsov;Male;37;Georgia;Diving;Summer;2024;0;164.4;74.4
ATH-07197;Henrik Fischer;Male;26;China;Speed Skating;Winter;2014;1;186.5;61.7
ATH-07198;Sarah Tadesse;Female;20;Australia;Taekwondo;Summer;2008;1;174.9;50.1
ATH-07199;Monika Thomas;Female;42;United States;Biathlon;Winter;1988;0;165.9;61.3
ATH-07200;Magdalena Ferrari;Female;20;China;Rowing;Summer;2004;1;194.1;81.5
ATH-07201;Yuki Bekele;Female;39;North Korea;Canoe/Kayak;Summer;2016;0;189.3;89.0
ATH-07202;George Robert;Male;36;South Africa;Cross-Country Skiing;Winter;1948;0;166.4;65.3
ATH-07203;Nataliya Gupta;Female;22;Sweden;Taekwondo;Summer;1904;0;184.8;73.2
ATH-07204;Jiajun Taylor;Male;32;Japan;Ski Jumping;Winter;1976;0;178.7;60.5
ATH-07205;Sunita Phelps;Female;20;Egypt;Gymnastics (Artistic);Summer;2000;0;164.6;72.9
ATH-07206;Fabio Popescu;Male;30;Denmark;Canoe/Kayak;Summer;1906;0;189.5;79.3
ATH-07207;Carina Adeyemi;Female;41;France;Boxing;Summer;2020;1;157.0;90.7
ATH-07208;Nino Bianchi;Male;29;North Korea;Speed Skating;Winter;2002;1;171.8;76.2
ATH-07209;Aurelie Harris;Female;36;Portugal;Skeleton;Winter;1924;0;188.8;89.5
ATH-07210;Bingxue Karimov;Male;23;Bulgaria;Gymnastics (Artistic);Summer;1912;1;158.5;52.7
ATH-07211;Marian Watanabe;Male;28;Romania;Skeleton;Winter;1988;0;189.3;91.3
ATH-07212;Florent Bondarenko;Male;23;Hong Kong;Ice Hockey;Winter;1988;0;198.4;95.1
ATH-07213;Dafne Weber;Female;38;Portugal;Curling;Winter;2022;1;187.1;66.1
ATH-07214;Ivan Kuznetsov;Male;19;Ethiopia;Curling;Winter;2010;0;166.3;84.9
ATH-07215;Almaz Müller;Female;23;Kenya;Gymnastics (Artistic);Summer;1996;0;145.5;57.9
ATH-07216;Almaz Petrov;Female;29;Austria;Shooting;Summer;1896;1;177.2;84.0
ATH-07217;Magnus Park;Male;33;Great Britain;Ice Hockey;Winter;1984;0;170.8;73.7
ATH-07218;Rahul Adeyemi;Male;40;Austria;Diving;Summer;1900;0;178.4;78.5
ATH-07219;Fabio Choi;Male;26;Hungary;Short Track Speed Skating;Winter;1980;0;175.6;57.8
ATH-07220;Tsend-Ochir Nikitin;Male;40;Russia;Wrestling;Summer;2024;0;160.7;117.7
ATH-07221;Gabriela Bianchi;Female;20;Great Britain;Rowing;Summer;2016;0;199.1;78.0
ATH-07222;Rui Robinson;Male;21;Chinese Taipei;Figure Skating;Winter;2002;0;183.6;79.4
ATH-07223;Haile Kiros;Male;39;Switzerland;Volleyball;Summer;2000;0;178.8;71.8
ATH-07224;Jiri Biles;Male;30;United States;Gymnastics (Artistic);Summer;1896;1;161.4;67.6
ATH-07225;Yuna Wiśniewski;Female;40;United States;Gymnastics (Artistic);Summer;1920;1;177.5;68.8
ATH-07226;Pedro Jung;Male;19;Canada;Judo;Summer;1906;0;173.4;88.3
ATH-07227;Bohdan Hernandez;Male;39;Portugal;Short Track Speed Skating;Winter;1994;1;168.8;60.9
ATH-07228;Thomas Yuldashev;Male;30;France;Wrestling;Summer;1906;1;160.2;117.2
ATH-07229;Yuki Ivanov;Male;36;Sweden;Boxing;Summer;1896;0;174.5;59.8
ATH-07230;Lasha Johnson;Male;26;Jamaica;Freestyle Skiing;Winter;1984;0;188.7;77.7
ATH-07231;Hyun-soo Martinez;Male;23;Egypt;Freestyle Skiing;Winter;1972;1;171.2;89.7
ATH-07232;Carina Hasanov;Female;32;Georgia;Archery;Summer;2012;0;172.7;61.1
ATH-07233;Asha Johnson;Female;15;Jamaica;Ice Hockey;Winter;1984;1;198.4;78.7
ATH-07234;Vikram Gebremariam;Male;35;North Korea;Curling;Winter;2014;1;176.0;88.9
ATH-07235;George Jackson;Male;23;South Africa;Curling;Winter;1924;1;190.5;76.9
ATH-07236;Constantin Amiranashvili;Male;21;Poland;Athletics;Summer;2012;0;167.1;98.0
ATH-07237;Yuki Fischer;Female;39;Spain;Cycling;Summer;1904;1;179.7;67.7
ATH-07238;Charles Orlov;Male;34;France;Wrestling;Summer;1896;0;173.5;123.7
ATH-07239;Ayana Weber;Female;18;Australia;Wrestling;Summer;1896;0;161.0;125.4
ATH-07240;Aurelie Makarov;Female;19;Kazakhstan;Cycling;Summer;2008;1;190.0;67.0
ATH-07241;Tigran Williams;Male;23;Portugal;Luge;Winter;1952;1;184.2;96.5
ATH-07242;Nataliya Bekele;Female;25;France;Diving;Summer;1900;0;173.5;55.4
ATH-07243;Henrik Kiros;Male;30;Kazakhstan;Gymnastics (Artistic);Summer;1996;0;158.3;61.3
ATH-07244;Donna Chen;Female;26;Norway;Luge;Winter;1960;0;168.4;78.2
ATH-07245;Aurelie Kaminski;Female;19;Romania;Taekwondo;Summer;2024;0;180.0;56.3
ATH-07246;Hyun-soo Meyer;Male;22;Soviet Union;Bobsled;Winter;1976;0;183.5;87.5
ATH-07247;Almaz Gebremariam;Female;41;Sweden;Athletics;Summer;1912;0;198.8;91.3
ATH-07248;Rahul Makarov;Male;26;Italy;Cycling;Summer;1900;0;186.7;79.7
ATH-07249;Mei Babayev;Female;37;Malaysia;Freestyle Skiing;Winter;1994;0;162.1;71.8
ATH-07250;Nino Li;Female;20;Spain;Taekwondo;Summer;1900;1;163.8;57.7
ATH-07251;Giulia Dupont;Female;15;Spain;Boxing;Summer;1912;0;173.1;89.3
ATH-07252;Isabelle Jackson;Female;16;Austria;Tennis;Summer;1908;1;171.9;87.1
ATH-07253;Haile Harris;Male;19;Sweden;Cycling;Summer;1896;0;194.2;59.9
ATH-07254;Svetlana Schneider;Female;34;Belgium;Boxing;Summer;2024;0;156.2;52.6
ATH-07255;Halyna Yoon;Female;25;Australia;Ice Hockey;Winter;1924;0;192.4;73.2
ATH-07256;Abebe Zhao;Male;16;South Korea;Bobsled;Winter;1956;0;174.6;78.9
ATH-07257;Deepika Sokolov;Female;39;Germany;Luge;Winter;2022;0;163.1;60.8
ATH-07258;Anna Kowalski;Female;32;Thailand;Cycling;Summer;1996;0;177.0;67.0
ATH-07259;Iryna Huseynov;Female;22;Russia;Alpine Skiing;Winter;1994;0;180.0;62.0
ATH-07260;Luca Gheorghe;Male;18;Switzerland;Cycling;Summer;1896;1;171.7;75.4
